sample	organelle_type	fastq_format	mean_error_rate	trim_percent	trim_int	trim_chars	mean_read_len	max_read_len	num_reads_1	seed_read_filesize	estimated_base_coverage	closest_seed	unmapped_percentage	unmapped_lengths	num_reads_2	w	k	max_extending_len	pre_w	mem_dup	mem_used	n_unique_reads	n_reads	n_bases	dup_used	mem_group	rounds	accepted_lines	accepted_words	mem_extending	circular	degenerate_base_used	library_size	library_deviation	library_left	library_right	res_kmer	res_kmer_cov	res_base_cov	res_path_count	res_len	time	mem_spades	mem_max
w0.60--SRR5602583-plastome	embplant_pt	Sanger	0.0164	0.00%	33..33	!	294.7	300	470765+470765	7060782	20.22					177	"21,55,91,127"	inf	177	638876385	597000454	922854	941530	277468891	5054/5054	624917741	6	13066	2022214	680752316	no	no	487.986	151.623	312	684	127	13.455	23.505	2	16051+144021	323.45		680752316
w0.60--SRR5602584-plastome	embplant_pt	Sanger	0.0067	0.00%	33..33	!	248.2	250	1699048+1699048	35900334	63.23					149	"21,55,91,127"	inf	149	1841467228	1619202670	3349260	3398096	843407427	30644/30644	1931661541	10	85390	5063140	1421634174	yes	no	607.094	152.798	410	796	127	72.32	146.899	2	152355	1355.2		1931661541
w0.60--SRR5602585-plastome	embplant_pt	Sanger	0.0125	0.00%	33..33	!	293	300	1821150+1821150	26178964	44.3					176	"21,55,91,127"	inf	176	2257005314	2089501589	3517491	3642300	1067193900	39001/39001	2397665492	10	64311	3873230	1393716887	yes	no	564.095	156.04	376	767	127	67.21	117.906	2	158987	1620.16		2397665492
w0.60--SRR5602586-plastome	embplant_pt	Sanger	0.0025	0.00%	33..33	!	249.4	250	424930+424930	5073892	13.76					150	"21,55,91,127"	inf	150	519691042	477815111	847971	849860	211955084	1557/1557	484257562	5	13181	558978	228707008	yes	no	714.78	129.538	559	882	127	10.448	21.113	2	156862	194.32		519691042
w0.60--SRR5602587-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	239.6	250	907178+907178	3422922	12.18					144	"21,55,91,127"	inf	144	963146416	879394553	1682762	1814356	434719697	53545/53545	2206539448	4	7332	624178	471372660	no	no	423.545	133.264	247	591	127	5.576	11.76	2	6253+19100+34218+91173	327.41		2206539448
w0.60--SRR5602588-plastome	embplant_pt	Sanger	0.0135	0.00%	33..33	!	297.9	300	1600124+1600124	31708734	56.49					179	"21,55,91,127"	inf	179	2064805527	1897301803	3169512	3200248	953353879	10864/10864	1939177734	6	65250	4627024	1429150367	yes	no	636.005	157.595	455	850	127	72.606	125.827	2	160034	1186		2064805527
w0.60--SRR5602589-plastome	embplant_pt	Sanger	0.0137	0.00%	33..33	!	298.1	300	1744003+1744003	34752796	59.39					179	"21,55,91,127"	inf	179	2219424350	2051920625	3453697	3488006	1039774588	18585/18585	2164663517	10	72133	4874524	1518270939	yes	no	604.298	163.244	408	821	127	80.018	138.59	2	160136	1641.22		2219424350
w0.60--SRR5602590-plastome	embplant_pt	Sanger	0.0205	0.00%	33..33	!	296.3	300	1447023+1447023	42972772	56.96					178	"21,55,91,127"	inf	178	1876900708	1709396983	2857376	2894046	857505829	10018/10018	1751272914	6	108676	12809022	3787087413	yes	no	517.417	134.59	355	695	127	119.22	207.424	2	153974	1342.2		3787087413
w0.60--SRR5602591-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	296.7	300	1342936+1342936	21761324	34.58					178	"21,55,91,127"	inf	178	1666447310	1582695448	2651951	2685872	796898222	6539/6539	1594506608	6	58616	6878926	2045478174	yes	no	536.499	134.897	377	712	127	60.845	105.758	2	161503	962.76		2045478174
w0.60--SRR5602592-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	246.9	250	1951892+1951892	29560690	42.58					148	"21,55,91,127"	inf	148	2088427847	1841467228	3832973	3903784	963844269	29596/29596	2064805527	10	104282	5438970	1496796102	yes	no	549.081	132.825	381	715	127	83.207	169.919	2	159921	1554.91		2088427847
w0.60--SRR5602593-plastome	embplant_pt	Sanger	0.006	0.00%	33..33	!	244.1	250	1362792+1362792	21428206	43.6					146	"21,55,91,127"	inf	146	1414117982	1330366119	2632962	2725584	665315054	24281/24281	1481763717	10	67237	4037974	1170378588	yes	no	568.122	144.666	395	754	127	46.208	95.49	2	160121	1015.28		1481763717
w0.60--SRR5602594-plastome	embplant_pt	Sanger	0.0149	0.00%	33..33	!	297.8	300	2012947+2012947	31771400	71.53					179	"21,55,91,127"	inf	179	2505039675	2304249954	3994140	4025894	1198911233	9450/9450	2368674463	6	66645	9093206	2589865279	yes	no	577.197	145.809	404	763	127	69.759	120.908	2	159228	1474.63		2589865279
w0.60--SRR5602595-plastome	embplant_pt	Sanger	0.0084	0.00%	33..33	!	248.5	250	665200+665200	6810930	21.06					149	"21,55,91,127"	inf	149	750545534	708669603	1320069	1330400	330604400	5259/5259	730144440	5	14560	1602840	528280977	no	no	562.898	140.711	379	735	127	11.513	23.36	2	16752+19881+114064	350.46		750545534
w0.60--SRR5602596-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	295.4	300	1409711+1409711	41112372	95.98					177	"21,55,91,127"	inf	177	1739461754	1654636150	2771167	2819422	832857258	13482/13482	1763084075	4	78928	10761308	3041910587	yes	no	510.872	144.778	342	704	127	82.859	144.494	2	159987	1019.16		3041910587
w0.60--SRR5602597-plastome	embplant_pt	Sanger	0.0134	0.00%	33..33	!	296.5	300	1423723+1423723	29246764	67.66					178	"21,55,91,127"	inf	178	1744830464	1661078601	2789100	2847446	844267739	27784/27784	1940251475	10	62320	4274428	1427002884	yes	no	597.187	170.693	396	822	127	71.456	124.264	2	155230	1158.09		1940251475
w0.60--SRR5602598-plastome	embplant_pt	Sanger	0.0169	0.00%	33..33	!	294.2	300	1270060+1270060	9069624	27.48					177	"21,55,91,127"	inf	177	1567663063	1483911200	2487658	2540120	747303304	9695/9695	1546188226	10	20780	2806218	968515125	no	no	536.066	145.505	363	727	127	22.646	39.614	2	5872+59094+88236	1059.51		1567663063
w0.60--SRR5602599-plastome	embplant_pt	Sanger	0.0019	0.00%	33..33	!	248.2	250	2543909+2543909	52381806	140.12					149	"21,55,91,127"	inf	149	2615635083	2406255427	4990973	5087818	1262796427	70761/70761	3044058071	8	89602	2112504	914828034	yes	no	587.164	154.548	392	780	127	90.239	183.311	2	146926	1695.58		3044058071
w0.60--SRR5602600-plastome	embplant_pt	Sanger	0.0068	0.00%	33..33	!	248.1	250	1327534+1327534	29736272	39.43					149	"21,55,91,127"	inf	149	1419486691	1335734829	2614243	2655068	658722370	26079/26079	1483911200	10	89125	4401058	1255204192	yes	no	593.663	151.545	396	779	127	66.842	135.818	2	155617	1211.81		1483911200
w0.60--SRR5602601-plastome	embplant_pt	Sanger	0.0039	0.00%	33..33	!	247.1	250	1468745+1468745	36783944	99.87					148	"21,55,91,127"	inf	148	1653562408	1486058684	2879755	2937490	725853779	31569/31569	1723355627	10	105192	5836136	1717986918	yes	no	536.875	147.185	351	727	127	84.488	172.38	12	162304	1042.92		1723355627
w0.60--SRR5602602-plastome	embplant_pt	Sanger	0.0056	0.00%	33..33	!	248	250	1774932+1774932	38952610	60.12					149	"21,55,91,127"	inf	149	1927366574	1758789107	3503480	3549864	880366272	22993/22993	1858647097	5	111215	6519016	1794222587	yes	no	559.603	133.282	395	729	127	96.286	195.726	2	153040	1136.78		1927366574
w0.60--SRR5602603-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	298	300	1640979+1640979	19737056	33.88					179	"21,55,91,127"	inf	179	2087354105	1919850381	3260603	3281958	978023484	4742/4742	1919850381	5	39585	5518640	1577326739	yes	no	552.637	140.422	383	734	127	41.182	71.345	2	160089	1057.39		2087354105
w0.60--SRR5602604-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	247.8	250	1852832+1852832	13920876	18.22					149	"21,55,91,127"	inf	149	2029372047	1781337686	3664510	3705664	918263539	15104/15104	1933809025	10	152801	8291578	2162516033	yes	no	603.127	145.274	425	793	127	33.411	67.975	2	159156	1820.77		2162516033
w0.60--SRR5602605-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	295.5	300	1199457+1199457	50787382	43.91					177	"21,55,91,127"	inf	177	1490353651	1406601789	2355538	2398914	708879087	13483/13483	1467805073	6	128513	14800918	4276713684	yes	no	511.673	138.59	335	687	127	139.462	243.153	2	155578	1258.13		4276713684
w0.60--SRR5602606-plastome	embplant_pt	Sanger	0.0029	0.00%	33..33	!	247.6	250	1356811+1356811	9843038	20.39					149	"21,55,91,127"	inf	149	1424855400	1341103538	2661398	2713622	671892807	30948/30948	1626718863	3	25340	739118	461708984	yes	no	605.237	161.401	399	806	127	20.138	41.009	2	160053	466.39		1626718863
w0.60--SRR5602607-plastome	embplant_pt	Sanger	0.0044	0.00%	33..33	!	150.5	151	2752799+2752799	5909266	14.4					90	"21,55,91,127"	inf	90	2230161768	2017560887	5494590	5505598	828592499	9408/9408	2104533975	7	29017	740126	298500227	yes	no	617.576	138.321	446	791	127	4.889	30.064	2	143187	1044.68		2230161768
w0.60--SRR5602608-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	150.4	151	3195974+3195974	9207332	19.49					90	"21,55,91,127"	inf	90	2752000294	2365453238	6362071	6391948	961348979	23070/23070	2422361554	5	45494	999712	377957122	yes	no	598.597	141.409	426	777	127	8.013	49.314	2	142723	1014.89		2752000294
w0.60--SRR5602609-plastome	embplant_pt	Sanger	0.0178	0.00%	33..33	!	295.9	300	1929116+1929116	10781086	20.29					178	"21,55,91,127"	inf	178	2369748205	2202244481	3797714	3858232	1141650848	12694/12694	2258079055	7	27469	3278426	1085552984	no	no	502.894	143.29	333	689	127	33.198	57.818	2	16669+17997+23312+30974+49196	1177.73		2369748205
w0.60--SRR5602610-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	246.4	250	1240196+1240196	2272840	8.09					148	"21,55,91,127"	inf	148	1299227607	1215475744	2405773	2480392	611168588	66339/66339	3023656976	10	7373	483728	740881858	no	no	427.549	161.103	244	653	127	7.135	14.599	1	1509+1964+3254+4243+6167+6761+11222+11268+11923+13562+15542+39069	749.28		3023656976
w0.60--SRR6478596-plastome	embplant_pt	Sanger	0.0032	0.00%	33..33	!	121.7	126	6041307+6084659	19332050	191.74					73	"21,55,91"	inf	73	3495029637	3400540356	10481365	12125966	1475730062	200000/428704	4183298146	10	2235618	34319710	6385542627	no	no	498.91	164.659	292	709	91	273.201	1047.775	2	59368+91811	9055.88		6385542627
w0.60--SRR6932851-plastome	embplant_pt	Illumina 1.8+	0.0007	0.00%	33..33	!	98.3	100	10000000+10000000	13752606	131.29					59	"21,55,91"	inf	59	4241280204	3748432707	17905056	20000000	1966000000	200000/964920	4362613030	10	6648747	107096654	17670569197	yes	no	177	9.34777	166	189	91	33.064	393.069	2	147672	14721.53		17670569197
w0.60--SRR7630500-plastome	embplant_pt	Sanger	0.0094	0.00%	33..33	!	301	301	7279904+7279904	14992594	108.09					181	"21,55,91,127"	inf	181	5950677188	5666135605	14463504	14559808	4382502208	68453/68453	5817533202	7	288332	10253184	2944200081	yes	no	551.177	110.368	409	691	127	430.933	741.205	2	146229	4424.76		5950677188
w0.65--ERR1917165-plastome	embplant_pt	Sanger	0.033	0.00%	33..33	!	301	301	4086825+4086825	272537974	865.21				2361753+2361753	196	"21,55,91,127"	inf	196	2930241437	2723009265	4694194	4723506	1421775306	19049/19049	2764885196	10	249376	47538968	14459007401	yes	no	539.917	170.654	332	799	127	431.74	742.593	2	86749	3603.23		14459007401
w0.65--ERR2206741-plastome	embplant_pt	Illumina 1.8+	0.0102	0.00%	33..33	!	101	101	10000000+10000000	39487576	69.74					66	"21,55,91"	inf	66	4722316541	4225174077	19653252	20000000	2020000000	200000/216062	4729832734	10	195424	1099828	999653638	no	no	337.693	74.9529	258	402	91	13.174	121.245	6	33975+37587+117376	2693.94		4729832734
w0.65--ERR268390-plastome	embplant_pt	Illumina 1.8+	0.0306	0.00%	33..33	!	101	101	10000000+10000000	62528942	255.39					66	"21,55,91"	inf	66	4654670807	4159675826	19451033	20000000	2020000000	200000/459887	4824322015	10	253187	2817294	1466731331	yes	no	407.721	141.19	225	593	91	25.837	237.366	15	124132	3337.95		4824322015
w0.65--ERR964904-plastome	embplant_pt	Illumina 1.8+	0.0243	0.00%	33..33	!	101	101	8664415+8664415	1497186	22.54					66	"21,55,91"	inf	66	3591666401	3367254360	12452100	17328830	1750211830	200000/900760	4031900549	10	2282800	27764234	5265629904	no	no	481.82	21.8622	455	509	91	6.746	61.967	1	1809+2799+4279+6428+8558+9187+10842+12501+38800	6131.72		5265629904
w0.65--SRR1145775-plastome	embplant_pt	Illumina 1.8+	0.0064	0.00%	33..33	!	100	100	10000000+10000000	27004196	140.14					65	"21,55,91"	inf	65	4744865120	4248796397	19850967	20000000	2000000000	115051/115051	4503273209	10	161255	995812	658203738	yes	no	234.984	96.9625	136	367	91	14.784	147.917	2	127693	2921.31		4744865120
w0.65--SRR2037123-plastome	embplant_pt	Illumina 1.8+	0.0229	0.00%	33..33	!	101	101	3087286+3087286	14004486	52.93					66	"21,55,91"	inf	66	2000381018	1782411427	5301321	6174572	623631772	200000/298242	2055141851	10	847486	10007564	1888711868	yes	no	184.695	66.3928	111	275	91	49.306	453.447	1	129971	2160.66		2055141851
w0.65--SRR2057084-plastome	embplant_pt	Illumina 1.8+	0.0022	0.00%	33..33	!	100	100	3713045+3713045	263772834	204.71					65	"21,55,91"	inf	65	2048699400	1842540969	5464320	7426090	742609000	200000/558877	2433098973	10	266277	2753634	1725503111	no	no	508.677	13.7984	491	526	91	104.301	1043.01	1	92+100+114+130+1460+2688+4072+7103+10217+26650+28382+54386	2027.29		2433098973
w0.65--SRR4428742-plastome	embplant_pt	Illumina 1.8+	0.0061	0.00%	33..33	!	100	100	4268123+4268123	219665480	160.31					65	"21,55,91"	inf	65	2750926553	2359010787	7246697	8536246	853624600	200000/377508	2673617141	10	251119	2519000	937376612	yes	no	154.397	12.0556	140	169	91	59.223	592.277	2	152978	1777.52		2750926553
w0.65--SRR5028199-plastome	embplant_pt	Illumina 1.8+	0.0105	0.00%	33..33	!	151	151	10000000+10000000	14167418	72.79					98	"21,55,91,127"	inf	98	4507568177	4010425712	17412337	20000000	3020000000	200000/2152404	8264590819	6	60213	2025331	2008970952	yes	no	408.068	122.906	282	569	91	26.456	65.49	15	124200	3674.03		8264590819
w0.65--SRR5602572-plastome	embplant_pt	Sanger	0.0123	0.00%	33..33	!	294.9	300	2532608+2532608	42288030	47.09					192	"21,55,91,127"	inf	192	3022583234	2815351062	4923890	5065216	1493732198	48866/48866	3199750635	10	130493	7450456	2542620639	yes	no	562.587	152.079	379	762	127	121.462	212.063	2	155188	1955.78		3199750635
w0.65--SRR5602573-plastome	embplant_pt	Sanger	0.022	0.00%	33..33	!	290	300	1257524+1257524	56227172	77.93					189	"21,55,91,127"	inf	189	1501091069	1418412949	2409793	2515048	729363920	10621/10621	1492501135	5	114826	15076332	4548370366	no	no	507.582	141.792	334	695	127	125.764	222.381	2	152881	1181.12		4548370366
w0.65--SRR5602574-plastome	embplant_pt	Sanger	0.0209	0.00%	33..33	!	243.5	301	5197414+5197414	8658454	24.07					158	"21,55,91,127"	inf	158	4472134696	4086661382	7592605	10394828	2531140618	200000/1126585	6746319880	10	18495	2052148	1346472247	no	no	352.628	142.541	193	550	127	16.942	35.111	1	5763+18431+21219+78266	3023.92		6746319880
w0.65--SRR5602575-plastome	embplant_pt	Sanger	0.0183	0.00%	33..33	!	272.8	301	3101240+3101240	13100756	35.61					177	"21,55,91,127"	inf	177	3198676893	2986076012	5317381	6202480	1692036544	200000/262854	6134287040	3	23319	2562688	1578400481	no	no	421.177	149.579	237	630	127	23.865	44.344	2	152157	1075.08		6134287040
w0.65--SRR5602576-plastome	embplant_pt	Sanger	0.0042	0.00%	33..33	!	248.9	250	970715+970715	5163492	17.59					162	"21,55,91,127"	inf	162	1076963049	993211187	1928317	1941430	483221927	9043/9043	1061930663	4	11171	749516	317827579	no	no	522.558	139.043	352	703	127	8.707	17.633	2	39904+112084	322.2		1076963049
w0.65--SRR5602577-plastome	embplant_pt	Sanger	0.0022	0.00%	33..33	!	226.5	250	4911880+4911880	19670968	57.72					147	"21,55,91,127"	inf	147	4155380858	3747358965	7915908	9823760	2225081640	200000/958782	7568806117	9	39543	1711372	1812476198	no	no	432.323	151.425	221	624	127	32.025	72.183	2	152221	2760.28		7568806117
w0.65--SRR5602578-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	245.8	250	961923+961923	8176040	25.94					160	"21,55,91,127"	inf	160	1039382085	955630223	1862565	1923846	472881346	25567/25567	1166083620	4	17320	985844	456340275	no	no	484.94	138.736	303	661	127	13.791	28.301	2	152109	350.33		1166083620
w0.65--SRR5602579-plastome	embplant_pt	Sanger	0.0218	0.00%	33..33	!	263	300	1669371+1669371	12654968	41.35					171	"21,55,91,127"	inf	171	1821066133	1653562408	2888499	3338742	878089146	692/692	1653562408	7	29582	2985070	916975517	no	no	268.215	67.5865	191	362	127	26.463	50.807	1	13248+18406+21219+35136+35956	1130.61		1821066133
w0.65--SRR5602581-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	248	250	1099311+1099311	7086714	21.92					161	"21,55,91,127"	inf	161	1204738326	1120986464	2166331	2198622	545258256	17755/17755	1259499159	10	15922	965414	415538085	no	no	514.418	137.909	341	693	127	11.881	24.156	2	48915+103294	724.51		1259499159
w0.65--SRR5602582-plastome	embplant_pt	Sanger	0.0058	0.00%	33..33	!	245.2	250	1285872+1285872	40987202	39.12					159	"21,55,91,127"	inf	159	1336808570	1253056708	2476367	2571744	630591628	33785/33785	1390495662	10	113897	5631390	1670742278	yes	no	577.328	145.655	396	763	127	98.242	202.095	2	157764	1150.91		1670742278
w0.65--SRR5602583-plastome	embplant_pt	Sanger	0.0164	0.00%	33..33	!	294.7	300	470765+470765	7060782	20.22					192	"21,55,91,127"	inf	192	627065225	585189294	920627	941530	277468891	4269/4269	623843999	6	12704	1847080	666793672	no	no	494.369	150.524	319	696	127	15.871	27.726	1	1604+2864+8314+15237+41244+62600	304.91		666793672
w0.65--SRR5602584-plastome	embplant_pt	Sanger	0.0067	0.00%	33..33	!	248.2	250	1699048+1699048	35900334	63.23					161	"21,55,91,127"	inf	161	1838246002	1615981445	3345940	3398096	843407427	28518/28518	1828582326	6	84299	4678736	1431297851	yes	no	607.327	151.358	412	795	127	71.708	145.656	2	152355	896.66		1838246002
w0.65--SRR5602585-plastome	embplant_pt	Sanger	0.0125	0.00%	33..33	!	293	300	1821150+1821150	26178964	44.3					190	"21,55,91,127"	inf	190	2239825444	2072321720	3513897	3642300	1067193900	36340/36340	2370821947	10	62069	3536548	1340029796	yes	no	565.581	154.241	380	766	127	66.461	116.592	2	158987	1600.21		2370821947
w0.65--SRR5602586-plastome	embplant_pt	Sanger	0.0025	0.00%	33..33	!	249.4	250	424930+424930	5073892	13.76					162	"21,55,91,127"	inf	162	512174850	471372660	847930	849860	211955084	1537/1537	483183820	5	13115	534920	229780750	yes	no	714.212	129.185	559	881	127	10.404	21.024	2	156862	236.49		512174850
w0.65--SRR5602587-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	239.6	250	907178+907178	3422922	12.18					156	"21,55,91,127"	inf	156	959925190	876173328	1674246	1814356	434719697	47552/47552	1784558911	4	7229	587336	474593886	no	no	426.673	130.852	254	591	127	6.665	14.057	1	5656+6253+12739+19100+28620+52038	307.52		1784558911
w0.65--SRR5602588-plastome	embplant_pt	Sanger	0.0135	0.00%	33..33	!	297.9	300	1600124+1600124	31708734	56.49					194	"21,55,91,127"	inf	194	2068026753	1899449286	3168450	3200248	953353879	10322/10322	1941325217	6	64589	4290058	1415191724	yes	no	635.269	156.955	455	849	127	71.979	124.741	2	160034	1111.48		2068026753
w0.65--SRR5602589-plastome	embplant_pt	Sanger	0.0137	0.00%	33..33	!	298.1	300	1744003+1744003	34752796	59.39					194	"21,55,91,127"	inf	194	2202244481	2034740756	3451897	3488006	1039774588	17435/17435	2151778615	10	71141	4500848	1483911200	yes	no	606.015	162.702	410	823	127	79.206	137.184	2	160136	1320.8		2202244481
w0.65--SRR5602590-plastome	embplant_pt	Sanger	0.0205	0.00%	33..33	!	296.3	300	1447023+1447023	42972772	56.96					193	"21,55,91,127"	inf	193	1851130904	1683627180	2854866	2894046	857505829	8897/8897	1746977947	6	104647	11583412	3663607103	yes	no	515.393	133.484	354	691	127	114.993	200.07	2	153974	1192.92		3663607103
w0.65--SRR5602591-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	296.7	300	1342936+1342936	21761324	34.58					193	"21,55,91,127"	inf	193	1668594794	1584842932	2648974	2685872	796898222	5391/5391	1585916674	8	55278	6093290	1949915152	no	no	536.27	134.099	377	711	127	58.478	101.644	2	9420+149587	986.8		1949915152
w0.65--SRR5602592-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	246.9	250	1951892+1951892	29560690	42.58					160	"21,55,91,127"	inf	160	2048699400	1881195675	3830521	3903784	963844269	28251/28251	2048699400	10	100786	4899732	1482837458	yes	no	547.815	131.809	381	713	127	81.789	167.024	2	159921	1490.12		2048699400
w0.65--SRR5602593-plastome	embplant_pt	Sanger	0.006	0.00%	33..33	!	244.1	250	1362792+1362792	21428206	43.6					159	"21,55,91,127"	inf	159	1410896756	1327144894	2630017	2725584	665315054	22436/22436	1464583847	10	63277	3571442	1097364144	yes	no	567.913	142.466	398	751	127	45.46	93.944	2	160121	1013.5		1464583847
w0.65--SRR5602594-plastome	embplant_pt	Sanger	0.0149	0.00%	33..33	!	297.8	300	2012947+2012947	31771400	71.53					194	"21,55,91,127"	inf	194	2498597224	2298881245	3990885	4025894	1198911233	8155/8155	2370821947	5	64810	8207932	2536178188	yes	no	577.077	145.449	403	763	127	67.946	117.765	2	159228	1262.13		2536178188
w0.65--SRR5602595-plastome	embplant_pt	Sanger	0.0084	0.00%	33..33	!	248.5	250	665200+665200	6810930	21.06					161	"21,55,91,127"	inf	161	740881858	699005927	1318885	1330400	330604400	4734/4734	726923214	8	14420	1486794	535797170	no	no	564.295	139.353	385	737	127	11.488	23.309	2	13587+15357+19881+100531	361.56		740881858
w0.65--SRR5602596-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	295.4	300	1409711+1409711	41112372	95.98					192	"21,55,91,127"	inf	192	1739461754	1655709892	2768130	2819422	832857258	12294/12294	1704028274	4	77505	9898418	2967822401	yes	no	510.516	144.049	343	703	127	81.47	142.072	2	159987	965.35		2967822401
w0.65--SRR5602597-plastome	embplant_pt	Sanger	0.0134	0.00%	33..33	!	296.5	300	1423723+1423723	29246764	67.66					193	"21,55,91,127"	inf	193	1742682980	1657857376	2785664	2847446	844267739	25601/25601	1914481672	10	61176	3926470	1377610760	yes	no	597.244	168.255	399	820	127	70.595	122.766	2	155230	1118.44		1914481672
w0.65--SRR5602598-plastome	embplant_pt	Sanger	0.0169	0.00%	33..33	!	294.2	300	1270060+1270060	9069624	27.48					191	"21,55,91,127"	inf	191	1590211641	1448477720	2485575	2540120	747303304	8658/8658	1540819517	10	19784	2551312	871878361	no	no	535.082	145.118	363	728	127	22.302	39.012	1	3200+3780+14293+18241+21823+87261	1158.96		1590211641
w0.65--SRR5602599-plastome	embplant_pt	Sanger	0.0019	0.00%	33..33	!	248.2	250	2543909+2543909	52381806	140.12					161	"21,55,91,127"	inf	161	2603823923	2393370525	4986545	5087818	1262796427	66884/66884	2833604673	9	89320	2003380	936302870	yes	no	587.873	153.433	394	780	127	90.106	183.04	2	146926	1627.09		2833604673
w0.65--SRR5602600-plastome	embplant_pt	Sanger	0.0068	0.00%	33..33	!	248.1	250	1327534+1327534	29736272	39.43					161	"21,55,91,127"	inf	161	1419486691	1335734829	2611518	2655068	658722370	24172/24172	1468878815	10	85609	3983398	1245540515	yes	no	594.668	150.547	398	780	127	66.17	134.453	2	155617	1073.4		1468878815
w0.65--SRR5602601-plastome	embplant_pt	Sanger	0.0039	0.00%	33..33	!	247.1	250	1468745+1468745	36783944	99.87					161	"21,55,91,127"	inf	161	1609538994	1442035269	2877120	2937490	725853779	29966/29966	1621350154	10	102641	5277036	1571958030	yes	no	536.673	146.204	351	727	127	83.27	169.895	12	162304	1204.18		1621350154
w0.65--SRR5602602-plastome	embplant_pt	Sanger	0.0056	0.00%	33..33	!	248	250	1774932+1774932	38952610	60.12					161	"21,55,91,127"	inf	161	1938103992	1770600267	3501985	3549864	880366272	22168/22168	1854352130	6	109173	5957638	1812476198	yes	no	558.79	132.436	395	728	127	94.794	192.694	2	153040	1097.79		1938103992
w0.65--SRR5602603-plastome	embplant_pt	Sanger	0.0184	0.00%	33..33	!	298	300	1640979+1640979	19737056	33.88					194	"21,55,91,127"	inf	194	2068026753	1900523028	3257796	3281958	978023484	3900/3900	1900523028	10	38758	5018184	1553704419	yes	no	552.988	139.603	384	734	127	40.373	69.944	2	160089	1332.06		2068026753
w0.65--SRR5602604-plastome	embplant_pt	Sanger	0.0047	0.00%	33..33	!	247.8	250	1852832+1852832	13920876	18.22					161	"21,55,91,127"	inf	161	1973537472	1806033747	3663707	3705664	918263539	14538/14538	1923071606	10	71778	3676236	1154272460	yes	no	605.309	145.147	427	795	127	32.943	67.023	2	159156	1438.44		1973537472
w0.65--SRR5602605-plastome	embplant_pt	Sanger	0.017	0.00%	33..33	!	295.5	300	1199457+1199457	50787382	43.91					192	"21,55,91,127"	inf	192	1487132426	1404454305	2349606	2398914	708879087	11369/11369	1463510106	8	123085	13285884	4093103833	no	no	512.667	137.543	337	687	127	134.471	234.452	2	155185	1339.99		4093103833
w0.65--SRR5602606-plastome	embplant_pt	Sanger	0.0029	0.00%	33..33	!	247.6	250	1356811+1356811	9843038	20.39					161	"21,55,91,127"	inf	161	1429150367	1345398505	2657070	2713622	671892807	28377/28377	1520418422	4	25190	703694	397284474	yes	no	606.72	159.055	403	806	127	20.059	40.848	2	160053	492.97		1520418422
w0.65--SRR5602607-plastome	embplant_pt	Sanger	0.0044	0.00%	33..33	!	150.5	151	2752799+2752799	5909266	14.4					98	"21,55,91,127"	inf	98	2270963957	2059436818	5494394	5505598	828592499	9274/9274	2065879269	9	28673	684950	250181844	yes	no	617.263	137.884	446	790	127	4.842	29.775	2	143187	1091.72		2270963957
w0.65--SRR5602608-plastome	embplant_pt	Sanger	0.005	0.00%	33..33	!	150.4	151	3195974+3195974	9207332	19.49					98	"21,55,91,127"	inf	98	2749852811	2363305754	6361622	6391948	961348979	22773/22773	2418066587	6	44943	915776	382252089	yes	no	597.921	141.24	426	775	127	7.934	48.828	2	142723	988.48		2749852811
w0.65--SRR5602609-plastome	embplant_pt	Sanger	0.0178	0.00%	33..33	!	295.9	300	1929116+1929116	10781086	20.29					192	"21,55,91,127"	inf	192	2415919104	2248415379	3790627	3858232	1141650848	10056/10056	2290291310	9	26274	2968594	999653638	no	no	503.789	141.576	334	687	127	32.271	56.204	2	16669+20703+23223+26605+49138	1307.38		2415919104
w0.65--SRR5602610-plastome	embplant_pt	Sanger	0.0046	0.00%	33..33	!	246.4	250	1240196+1240196	2272840	8.09					160	"21,55,91,127"	inf	160	1321776185	1186484715	2402159	2480392	611168588	63930/63930	2811056095	10	7189	451804	659277479	no	no	427.867	161.969	246	656	127	7.104	14.536	1	1509+1544+1737+3131+3254+4172+5580+6167+6761+8126+11222+11255+11911+13317+13778+21430	633.06		2811056095
w0.65--SRR6478596-plastome	embplant_pt	Sanger	0.0032	0.00%	33..33	!	121.7	126	6041307+6084659	19332050	191.74					79	"21,55,91"	inf	79	3497177120	3402687840	10413202	12125966	1475730062	200000/426343	4186519371	10	1782686	23178490	4900557684	no	no	501.154	164.769	294	711	91	272.591	1045.435	2	43794+104834	7154.59		4900557684
